column0,column1,column2
Sarswati Chikitsalaya,"Address: Garwa, Opposita Petrol Pump, Garhwa, Jharkhand, 822114","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarthak Hospital,"Address: Station Road, Ford Songadh, Tapi, Surat, Gujarat, 394670","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarthak Hospital and Skin Care Centre,"Address: 5-Apsara Soc., OppositeSilver Apartment, Near Ganga Jamna Hospital, Subhanpura, Vadodara, Gujarat, 390021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarthak Orthopaedic Hospital,"Address: 36,Palm Spring Complex, Helmet Cross Road,Nr Manav Mandir,Drive In Road, Ahmedabad, Gujarat, 380052","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarthi Sewa Sadan,"Address: Garaul Bazar, Near Railway Station, Vaishali, Bihar, 844128","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvamangal Maternity and Nursing Home,"Address: 102, 1St Floor, Dhanlaxmi Complex, Near Jivrajpark Overbridge, Jivrajpark, Ahmedabad, Gujarat, 380051","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvamangal Women Hospital,"Address: 301-304, 3rd Floor, Jyoti Complex, Beside Parekh Hospital, Shyamal Cross Road, 132 Ft Ring Road, Satellite, Ahmedabad, Gujarat, 380015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number: 09426427768, 09898682649"
Sarvamangal Women's Hospital And Ivf Center,"Address: Jyoti Complex, Nr Shyamal Flyover Satellite, Ahmedabad, Gujarat, 380015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvamangalam Nursing Home,"Address: Bhaganpur Bazar (E)Bhaganpur, Vaishali, Bihar, 844114","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvamangla Clinic,"Address: Bhutnath Rd.4M/90, Bahadurpur Housing Colony, Kankarbagh, Patna, Bihar, 800026","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvangin Gramin Vikas Sanstha,"Address: Khunti, khunti, Jharkhand, 835210","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarveshwar Hospital,"Address: Vrund Apartment, Jadhav Amishraddha Society, Navji, Vadodara, Gujarat, 390019","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarveshwari Charitable Trust and General Hospital,"Address: 5/102, Laxmi Nagar, Satyam Nagar, Hanuman Amraiwadi, Ahmedabad, Gujarat, 380026","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvjanik Prasutigruh,"Address: Dahod Road, Godhra, Panchmahal, Gujarat, 389001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvmangala Nursing Home,"Address: Senior Mig 98, Nehru Nagar, Korba, Chhattisgarh, 495677","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvoday Children Hospital And Neonatal Care Cente,"Address: Near Bhagini Samaj, S.V. Patel Road, Dahod, Gujarat, 389151","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvoday Hospital,"Address: College Road, Balasinor, Kheda, Gujarat, 387411","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvoday Hospital,"Address: Kothamba, Panchmahal, Gujarat, 389220","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvoday Hospital,"Address: Opposite Taluka Panchayat, Bhiloda, Sabar kantha, Gujarat, 383245","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvodaya Hospital,"Address: K D /13, Sector 14, Steel City, Bokaro, Jharkhand, 827004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvodaya Hospital,"Address: Sec-19, Gopi Colony, Old Faridabad, Delhi- NCR, Haryana, Phone: (0129) 4184444, Faridabad, Haryana, 121002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvodaya Hospital and I C U,"Address: Nr. Hanuman Mandir, Jota Farm, Safidon Road, Jind, Haryana, 126116","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvodaya Hospital and Maternity Center,"Address: Dubey Colony, Mowa, Near Mowa Police Station, Raipur, Chhattisgarh, 492007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvodaya Hospital and Research Center,"Address: YMCA Road, Sector-8, Near ESI Hospital, Block A, Delhi- NCR, Faridabad, Haryana, 121002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvodaya Multispeciality Hospital/ Dr. Kalra,"Address: Opposite Red Cross Bhawan, Delhi Road, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvodya Hospital,"Address: 1031, Railway Road, Near Mata Chintapurni Mandir, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvottam Healthcare Private Limited,"Address: 3-29, Sarpavaram Junction, Kankinada-533005, East Godavari, Andhra Pradesh, 533005","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarvottam Surgical Hospital,"Address: Parishram Plaza, 2Nd Floor, Nr. Lodhavad Chowk, Rajkot, Rajkot, Gujarat, 360002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarwal Hospital,"Address: 4 Civil Line Near Arya Chowk, Opposite Telephone Exchange, Arya Chowk, Ambala, Haryana, Ambala, Haryana, 134007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sarwamangal Nursing Home,"Address: Hirak Point, Memcomore Po-Nag Nagar, Dhanbad, Jharkhand, 826004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saryu Multicare Hospital,"Address: D. No18-1-33, Opp K G H Op Gate, Visakhapatnam, Andhra Pradesh, 530002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sashwat Hospital,"Address: Shivdhara, Nr. Bombay Mercantile Bank, Kothi - Salatwada Road, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sasoni CHC,"Address: Sasoni, Dibrugarh, Assam, 786610","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satellite Hospital and Physiotherapy Centre,"Address: Satellite Road, Umiya Vijay 4 Roads, Ahmedabad, Gujarat, 380001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satellite Orthopaedic Hospital and Research Center,"Address: Shree Krishna Tower, Opp Priya Cinema, N.H No-8, Krishnanagar, Ahmedabad, Gujarat, 382345","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satellite Orthopaedic Hospital and Research Centre,"Address: Chital Road, Amreli, Gujarat, 365601","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satellite Orthopaedic Hospital And Research Centre Pvt Ltd,"Address: 302, Vraj Complex Opp Dhananjay Towers Near Shyamal Cross Roads, Ahmedabad, Gujarat, 380015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sathish Urology and Andrology Center,"Address: D.No.29-09-60, Gouinda Rajulu Naidu Street, Suryaraopet, Vijayawada-520002, Krishna, Andhra Pradesh, 520002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sathvika Hospital,"Address: 1 St Line Sambasivapte, Naaz Centre, Guntur, Guntur, Andhra Pradesh, 522001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sathya Kidney Centre and Super Speciality Hospital,"Address: 3-6-426, Beside Ashish Residency, Tank Bund Street Number 4, Devi Laxmi Bagh, Domalguda, Himayath Nagar , Hyderabad, Telangana, 500029","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satija Hospital,"Address: Opposite Housing Board Colony, Sector-15-A, Kamri Road, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satish Memorial and Multispeciality Hospital,"Address: 92, Main Bazar, Kayasthawara, Sona, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satish Memorial Hospital And Research Center,"Address: Raja Nagar Sadhupath, Madhepura, Bihar, 852113","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satnam Child Care,"Address: University Road, N V Ketcha Chowk, Rajkot, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satribari Christian Hospital,"Address: NA, Kamrup, Assam, 781008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satya Hospital,"Address: S1/102, Nandan Van Complex, Vadodara, Gujarat, 390009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satya Maa Darshan Seva Santhan,"Address: Gali Hospital Road, Vaishali, Bihar, 844101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satya Medical Center,"Address: Behind Old High Court, Navrangpura, Ahmedabad, Gujarat, 380009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satya Nursing and Maternity Home,"Address: Pipli RoadNear New Bus Stand, Kurukshetra, Haryana, 136118","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satya Sai Nursing Home,"Address: Benta Chowk, Laheriasarai, Darbhanga, Bihar, 846003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satya-Om Eye and Maternity Hosptal,"Address: 1138, Sector -14 Main Road Between Sector-14-15, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyabhama Netralaya,"Address: Karhagola, P.O-Gurubazar, Katihar, Bihar, 854104","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Children Hospital,"Address: First Floor Kripa Apartment, Gandhinagar, Gujarat, 382424","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam General Hospital,"Address: Nr Prathmik Shala, Nr Bus Satan, Sanjeli, Dahod, Gujarat, 389175","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Hospital,"Address: 173/27, Gali No.3, Near Hanuman Mandir, Madanpuri, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Hospital,"Address: Arogyanagar, Himmatnagar, Sabar kantha, Gujarat, 383001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Hospital,"Address: Dabwali Road, Sirsa, Haryana, 125077","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Hospital,"Address: Flat No-3, Type D, Nit2, Pyali Chowk, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Hospital,"Address: Sheikhpura, Raza Bazar, Bailey Road, -14, Gaya, Bihar, 824201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Hospital - Deesa,"Address: Opp Gayatri Mandir Deesa, Banas kantha, Gujarat, 385535","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Hospital - Valpoi Sattari,"Address: Ramakaka Rd, Chhani, Vadodara, Gujarat, 391740","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Intensive Care and Trauma Centre,"Address: 9-333/1, Ground Floor Of Union Bank, Main Road Beside Sankara Theatre, Gopalapatnam, Visakhapatnam, Andhra Pradesh, 530027","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Matri Shishu Kendra,"Address: Radha Rani Sinha Road, Adampur, Bhagalpur, Bihar, 812001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Nursing Home,"Address: Kagazi Mohalla, Ranchi Road, Nalanda, Bihar, 803101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Nursing Home,"Address: Murli- Rajauli Road Nawada, Nawada, Bihar, 823001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Nursing Home and Research Centre (P) Ltd,"Address: Sheikhpura(Braham Asthan )Bailey Road East Of Igims Main Gate, Raja Bazar, Patna, Bihar, 800014","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Surgical Nursing Home,"Address: 5/A, Shrinagar Society, Akota, Vadodara, Gujarat, 390020","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyam Urology and Kidney Hospital Pvt. Ltd.,"Address: 2Nd Floor, Mansarover Avenue, Opposite Tulsishyam Flats, Bhimjipura Char Rasta, Nava Vadaj, Ahmedabad, Gujarat, 380013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Satyamev Hospital,"Address: Mehshana State Highway, Near Chandkheda Bus Stop, Chandkheda, Ahmedabad, Gujarat, 380016","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saujanya Fracture and Orthopaedic Hospital,"Address: NA, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saujanya Nursing Heart Care,"Address: Silver Coin, 1St Floor, Opposite Pragji Towers, Halar Road, Valsad, Gujarat, 396001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saumerpith Nursing Pvt Ltd,"Address: Saboti Lilabari Road Lakhipur 787001 Lakhimpur, Lakhimpur, Assam, 787001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saumya Children Hospital and Neonatal Care Center,"Address: Model House, Shastri Park Colony, Nehrunagar, Ahmedabad, Gujarat, 380015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saumya Hospital,"Address: E-141, Near Arjun Complex, Rajavir Road, Kubernagar, Ahmedabad, Gujarat, 382340","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saumya Hospital,"Address: Saumya Nagar Tadepalli Vijayawada 522501 Krishna, Guntur, Andhra Pradesh, 522501","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saumya Nursing Home,"Address: No. 953, Ward No.1, Shastri Colony, Opposite Bus Stand, Mahendragarh, Haryana, 123029","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saumya Orhocare Center For Advanced Surgeries of The Knee Joint,"Address: 210, Baronet, Opp Sabarmati Police Station, Ahmedabad, Gujarat, 380005","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saurabh Clinic,"Address: 4, City Park Socirty, Chankyapuri Road, Sama, Vadodara, Gujarat, 390024","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saurabh Hospital,"Address: 3Rd Flr., 4Th Flr., Veerbhadra Complex, Opposite Svnt College, I Chchanath, Parle Point Parle Point, Surat, Gujarat, 395007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saurabh Polyclinc Nursing Home,"Address: Nr Hotel Surya Palace Sayajigunj, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saurav Hospital,"Address: Opposite Sadar Hospital, Gopalganj, Bihar, 841428","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saurav Nursing Home,"Address: Line Bazar, Nh31, Purnia, Bihar, 854301","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sava Hospital,"Address: Joravarnagar, Surendranagar, Gujarat, 363020","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savaikar Nursing Home,"Address: Warkhande, North Goa, Goa, 403401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savaliya Surgical Hospital and Bhakti Maternith Home,"Address: Aanand Park Society, Opp Eyes Hospital, Road, Visavadar, Junagadh, Gujarat, 362130","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savani Eye Hospital,"Address: 203, M K Complex, Wariya Compound, Hirabaug Circle, Varachha Road, Surat, Gujarat, 395005","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savani Surgical Hospital,"Address: Sarthi Complex Hirabaug, Junagadh, Gujarat, 362001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savant Hospital,"Address: Near Camp Chowk, Opp Ruchi Hotel, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savashram Chikitsalaya,"Address: M.I.G.42, Ashok Nagar, Belagavi, Karnataka, 591108","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saviour Annexe Hospital,"Address: Off Ashram Road, B/H Sales India, Nr.Kandoi Bhogilal Mulchand, Navrangpura, Ahmedabad, Gujarat, 380009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savitri Seva Sadan,"Address: Jandaha, Near Middle School, Vaishali, Bihar, 844505","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Savjiani Medico Pvt. Ltd. (Darshan Eye Care Clinic and Phaco Centre),"Address: 2Nd Floor Parishram Plaza, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sawhney Hospital,"Address: 481 -R, Model TownOpposite City Police Station, Yamunanagar, Haryana, 135002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
"Saxena Hospital, Jassur","Address: Jassur, Kangra, Himachal Pradesh, 176201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saxena Multispeciality Hospital Pvt Ltd./ Saxena Nursing Home and Ultrasound Centre,"Address: 112-113, T.P Scheme, Delhi Road, ., Near Hero Honda Showroom, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Saxena Multispeciality Hospital Pvt Ltd./ Saxena Nursing Home and Ultrasound Centre,"Address: 112-113, T.P Scheme, Delhi Road, Near Hero Honda Showroom, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sb Eye and Maternity Hospital,"Address: Street Opposite George Ciub, Woodpeta, Anakapalle 531 001, Visakhapatnam, Andhra Pradesh, 531001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sbs Hospitak,"Address: Bairgania, Sitamarhi, Bihar, 843313","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Scientific Diagnostic Centre,"Address: G-14, White House, Panchavati, Ahmedabad, Gujarat, 380006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
SDKL Memorial Gloda Hospital,"Address: 93 Roop Nager Ward Number 9, Hamirpur, Himachal Pradesh, 177001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Secl Main Hospital,"Address: Secl Main Hospital, Korba, Chhattisgarh, 495677","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sehat Hospital Clinic,"Address: 1St & 2Nd Floor, Poyal Nawab Avenue, Nr Gujrat Agro Petrol Pump, Sarkhej Road. Sarkhej Road, Ahmedabad, Gujarat, 380055","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sehat Seva Kendra,"Address: Paharpur, East Champaran, Bihar, 845458","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sehgal's Dental Health Care Centre,"Address: 316-A Civil Lines (OppositeK.C.Bank H.Q.), Kacheri Doda College Road, Kangra, Himachal Pradesh, NA","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sehrawat Hospital,"Address: Loharu Road, Charkhi Dadri, Bhiwani, Haryana, 127306","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sehrawat Hospital,"Address: Railway Road, Safidon, Jind, Haryana, 126112","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sehrawat Hospital,"Address: Rathandhana Road, Rathandhana Road, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sejal Clinic,"Address: Marketing Yard, Kodinar, Junagadh, Gujarat, 362720","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sekhar Ortho Center,"Address: 2 Nd Floor Bang Shopping Mall, Nakkal Road, Krishna, Andhra Pradesh, 520002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sekhauna Swasthya Kendra,"Address: Sekhauna, P.S:-Ghorasahan, East Champaran, Bihar, 845315","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sekhon Nursing Home,"Address: 1386, Sector-33C, Chandigarh, Chandigarh, 160022","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sentini Hospitals Pvt Ltd,"Address: No 54-15-5 B and C, Beside Vinayaka Theatre, Ring Road Vijayawada Krishna 520008, Krishna, Andhra Pradesh, 520008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Seshama Naidu Hospital,"Address: Venkatagiri, SPSR Nellore, Andhra Pradesh, 524132","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Seth Hospital,"Address: 1- Nirmal Colony Behind Mela Ram School, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sethi Amar Hospital Heart and Maternity Centre,"Address: Rohtak Road, Kharkhoda, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sethi Hospital,"Address: 301-302/4, Model Town, Basai Road, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sethi Nursing Home,"Address: Red Road Near Neelam Cinema, Kurukshetra, Haryana, 136118","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Setiya Nursing Home,"Address: Old Bus Stand Gohana, Sonipat, Haryana, 131301","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Setu Psychiatric Hospital,"Address: Mayfair Orad, Anand, Gujarat, 388001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Setu Surgical Hospital,"Address: Besides Kailasnagar Jain Temple Majura Gate, Surat, Gujarat, 395017","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Setu Surgical Hospital,"Address: Shree Krishna Tower, Opposite Priya Cinema Naroda Narol High Way, Ahmedabad, Gujarat, 380025","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Seva Infertility and Maternity Hospital,"Address: Opp Chaturbhuj Bar, Nr. Bank Of India, Junaganj Side, Patan, Gujarat, 384265","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
